id,text,label
15980,Pentru cei care au observat meciurile Rapidului din ultima vreme si din amicale...Trebuie sa recunoasteti Rapidu joaca destul de slab....Si trebuie sa se recunoasca faptul ca pe vremea cand antrenor era Bergodi alta era treaba....Forza Rapid...!!! Indiferent de rezultate..,OTHER
296647,Faceti ceva in sloboz cu siteu asta sa se incarce mai repede !,PROFANITY
40915,BUCURESTI UNDE PLA MEA ESTY JEGOSI SAVAZUT CE ATI FACUT DUPA SUMMIT ATI FURAT LALELE DE PE BULEVARD RUSINE CARPELOR,INSULT
15494,app...sa il iei tu pe trica sa joace la tine la nunti....nu la nationala...mai are un pik si iese la pensie...si lasa ma cu pulhac...cati fundasi stanga vrei sa ia....3?nu ajung ptr europene 2.radu stefan si rat....asta mai lipsea..pulhac,OTHER
16419,"Halal ziar.Pe langa ca nu scrieti cu ""â"" din a, nu ati aflat ca mai nou ""nici o"" se scrie ""nicio"".",OTHER
15709,"daca nu luau cei de la CFR Cluj o gramada de jucatori straini si nu lua titlul cu ei, nu mia lua nici dracul acum astfel de jucatori",PROFANITY
3889610,"deci repet inca o data. care ea logica stiindu-se ca atat cfr cat si u aveau legaturi stranse in cadrul pdl. despre povestea cu bilica e si aia cusuta cu ata alba avand in vedere ca el a fost cel care a faultat. greseala a fost a ciobanului ca a tarat clubul steaua in rahat. becali nu a fost strain de practici ilegale. gandeste-te la gloria buzau - steaua 1-1 cand bunica a fost suprimat. apoi in 2008 in aceeasi etapa cu cfr - u steaua - gloria buzau 5-0 cu o glorie care avea 90% jucatori sub contract cu steaua. valiza cu scandal din vestiarul lui dinamo tot de la gigi a venit. anul trecut dupa un parcurs jenant , steaua a avut o revenire ""senzationala"" in ultimele 11 etape castigan",PROFANITY
22901,"asa fi barbat nea gigi :)))
Fortza Becali !!!!!!! :))))
cioban pan la moarte vei fi =)))) 
oricum nu te pune cu suceveanu k iti da 2 in bot :)) asta nare multe in cap :D",ABUSE
25324,"pat.savu...doar atat: s-ai soooji tu ppoolllaa la totzi ungurii , da? oligofren immputzit ce esti, sa-tzi fir rusine romule!",ABUSE
13779,"Atata vreme cat Romania este o tara de tarani indobitociti de comunism, o tara in care fostul PCR (actual PSD) castiga alegerile, ce pretentii sa ai?? Sa moara vreo 7-8 milioane de oameni si sa vina sangele proaspat, atunci ne vom putea considera un stat democratic! Pana atunci, stema RSR se potriveste foarte bine!",ABUSE
17936,"Sa fim seriosi domnilor,aici nu este vorba despre arbitrii sau nu stiu ce aranjamente,raspunsul este unul singur:VALUAREA jucatorilor,daca aici nu rezista presiunii in Europa ce o sa faca?",INSULT
26264,bai om din popor....eu cred ca esti de la puscariie.....ca altfel nu vad lipsa ta de incultura fotbalistica  asa joasa .....ba baiatule dc crezi ca toate echipele promovate an de an   SA  VINA STEAUA  SAU  MEREGEM IN GHENCEA ??dc nu spun nimk de rapid  dinamo sau cfr?....pt ca suntem cea mai titrata echipa si cea mai iubita  ba fraiere,INSULT
43253,"adevaru' eca nu mai cnteaza , da sa vedeti maine de nu in gsp pe prima pagina e titlul '' aut , se vede din avion'' ai o sa aiba dezbatere paginile 3-10 asta e ce sa faci , sa ma caca asta pe fotbalkul asta, isi dau toti distrusii cu parerea",PROFANITY
10158,"mai pro_Dica  cum draq sunt aia ""ochelari de cal""????? ca sa mor daca am idee",PROFANITY
26568,"pai cum sa murim ca are grija nea adi de noi,a ca mor si vecinii nostrii(is)ne doare in cot",OTHER
40487,"m o r t i i vostri ce clujeni spurcati. De acum cand dau de voi, bat ca la sacii de fasole. 

B o z g o r i de mana a 4a, asta ce mai e ? Vreti campionat, luati capu!",ABUSE
33295,Bah fmm BloodRain tu vb mah cu dinamo fmm ca trebe sa va bage in B1 fmm asa a vrut albitru..sa intrerupe meciul cinei de vine suporteri mah prostule  cand a dat gool sapunaru le`a aratat muie la suporteri lu Rapid asa se face si normal ca plm..sa suspendat ..ca omoara albitru punete tu albitru si ai sa vezi cum bagam pula in mata...fmmm Fortza Steauaaaaaa,ABUSE
19310,sa va iau familia in pula mla toti componenti gsptv si voia si aluia care va dat dreptul de difuzare al meciurilor care nu la vedem muie  la copii vostri,ABUSE
44258,"""La ce te poti astepta de la niste sppurcati care vor sa calareasca vaci si bat babe...""

Auszi Codita, da' la voi in ograda v-ati uitat? Suntem romani cu totii. Neam de R/A/H/A/T !",ABUSE
9609,"ba aliuta asta nu stie ce vb 
el nici nu-i din cimiswara si el vb 
:-j nici o treaba",OTHER
25670,"Asta ce mai cauta pe aici? Nu ati obosit sa tot scrieti de ratatul asta?... Gata...la revedere! Poate la anu cand mai semneaza cu alta echipa din romania...

pa",OTHER
33926,greseala de antrenor.dupa ce l-a dat afara pe dorel de ce plm l-a pus pe spase in centrul apararii.aici am fost praf si am luat 3 goluri!!asta e...napoli trebuuia sa inchida meciul!,PROFANITY
16919,Mi se pare normal. Nici din romania nu intereseaza pe nimeni de ei.,OTHER
32973,"am facut greseli mari in aparare,Space trebuia eliminat Dorel nu,Dinamo doar Danciu se poate numi jucator,in rest o gasca mare de ratati cersetori de lovituri libere.La golul 1 nici vb de fault la Torje,dar asa a invatat la Dinamu sa pice ca i se da.0 in Europa o sa faceti pt ca nu aveti echipa.Era frumos Daca Costea ii ingropa la sfarsit,dar asta e data viitoare",INSULT
24749,".Cadu il loveste cu cotul fara minge pe Julio Cesar..verdict:cartonas rosu
2.Peralta ii face acelasi lucru lui Peseiro pe care il face si Boya lui Cadu..verdict:cartonas rosu
3.La faza la care au ratat marea ocazie clujenii si la care au cerut 11m mingea iese in aut initial dintr-un clujean, nu dintr-un rapidist, si arbitrul le acorda lor aut..verdict:arbitru a gresit

VERDICT GENERAL: MURESAN UN BOLNAV MINTAL FRUSTRAT!",ABUSE
38707,"Nu merge site-ul sa vad meciul live!!! :( Anul trecut macar nu aveam probleme din-astea pe ligaonline, chiar daca se vedea cateodata sacadat... A trebuit sa va bagati voi... Macar faceti-l sa mearga ca lumea...",OTHER
31843,"Sunt cel mai tare, am dat 430 de goluri si 350 de cupe!!! The best of the bests!",OTHER
31931,"""SENZATIONALLL !!! dupa o prima repriza in care steaua nu a jucat nimic ,echipa fantastica si-a revenit si marcheaza gol dupa gol . La vestiare lacatus i-a mustruluit pe elevii lui si, acestia s-au dezlantzuit in a-2-a repriza ... parca am mai auzit comentariul asta inainte de `89 """,OTHER
18700,"..salutare!
..propun si eu o campanie nationala..eu imi tai p..(statiunea aia din Croatia:)..daca iau hai nostri europeanu`..se mai(taie) baga cineva?:)",OTHER
13940,"In principiu are dreptate Calinescu! 

Dar numai cu o conditie: sa includa in morisca si pe Timisoara lui si pe amicul Iancu! Si ei au facut ca sistemul de care vorbeste Calinescu sa fie cit mai perfectibil...",OTHER
13247,"""Catalin"" esti papagal mare, unde draq tinea 90 % din stadion cu steaua cand mai aveau putin si ii urcau pe garduri.Macar ai fost la meci.Du-te draq pe un stadion o data si apoi pe bloguri.",INSULT
34614,hetfieldjam se vede ca nu sti citi .. AM SCRIS CLASAMENT INTERMEDIAR CHIORULE..citeste regulamentu in p.l.m si taci,ABUSE
8300,Ce e bozgore?Cind fura ungurii tai iti convine dar cind sint ajutati romanii nu-ti mai place.Pleaca in ungaria daca tot nu iti place aici.AFARA CU UNGURII DIN TARA!!!,ABUSE
38371,mingea a venit de la adversar. ce offside vedeti voi? dar vad ca machedonii nu zic nimic de golul anulat de acelasi arbitru!!!!!!!,OTHER
43367,"Mai cacareaza mica, pastreaza-ti dramaturgiile astea pt.mamica ta sa i le trimiti prin sms:))))Ce bulangiu?!",ABUSE
27538,Uite cine dau lectii de moralitate...niste unguri care stau pe bloguri de sport...Lasati blogurile si mai puneti mana pe niste carti ca vi se raceste materia cenusie,OTHER
42648,"borcea te rugam pleaca...lasa-NEEEEEC! ramane turcu...sa plece si rednic...si tamas si niculae si toate valorile! avem jucatori,si din cauza voastra dinamo nu joaca nimic...plecati va rugam...e cel mai demn lucru!!! din cauza voastra s-a intamplat asta...copiilor de ce nu le dati sanse mah! bah rednic ia-ti capre ma!!! ati dat dreaq numele DINAMO! le dau dreptate astora de fac katerink acum de dinamo! merita! plecati domnilor! nu se supara nimeni!!! cu juma de gura strig FORTZA DINAMO!",PROFANITY
27359,"Szugi pu.la porc slinos, pana acum arbitrii v-au avantajat in toate meciurile mai putin 1... mori de ciuda ca n-a pus Tudor laba pe banii tai si a luat de la Steaua... acum nu mai scapi nici un arbitru. Ati jucat ca niste cacati ce sunteti, dk nu luati titlul dati faliment, jegosi ipocriti ce sunteti",INSULT
18565,"toata lumea zice de becali ca e oier,cioban etc...ba pizdelor v-ati pupa totzi in pl sa fitzi ca el....voi suntetzi niste papleaca care vb pe site-uri in plm dar daca ar fi fatza in fazta ii ceretzi bani ca cersetori sau nu ati zice nik...sa ii pupatzi nepotzi in pl:)):)):))",INSULT
1865922,"Am vazut cu Mediasul, sau cu Sibiul in Cupa ""dragostea voastra"" pt braga"". Asa e peste tot: si numele adversarei cotribuie la numarul sperctatorilor. Sunteti neinvinsi dar, pana la urma, de cate ori ati umplut stadionu? Nu mai manca kkt...",PROFANITY
23880,"FORZA MILAN...CEA MAI TITRATA ECHIPA DIN ISTORIA FOTBALULUI LA NIVEL DE CLUB,CU CELE MAI MULTE TROFEE INTERNATIONALE,,,MILAN-SEI TUTTA LA MIA VITA,ANTI barcelona,manchester united,arsenal,chelsea,real,juventus,roma,inter,liverpool...nimeni nu va avea titlul de cea mai titrata din lume ;)
rossonero per sempre :x
o sa ne revenim si vom domina iar fotbalul :x",OTHER
44362,"Daca astia-s chiar asa prosti sa nu se tina pe acelasi ritm cu linia melodica....penibila cererea,pai daca al nostru e lent cum drq mai e al Germaniei?
Este imnul care a fost cantat la fiecare cotitura din istoria noastra ,si trezeste sentimente in noi care nici un alt cantec nu o poate face. Ce cer nesimtitii astia e un sacrilegiu a istoriei noastre.Auzi tu sa ne schimbam imnul ca cer niste fotbalisti si fosti fotbalisti....ft-i tara masii.",INSULT
2375330,"asta e singurul impediment si de atsta mi`e si mie teama si nu numai mie cred ca la toti stelistii.Daca nu`si baga `dracu` coada eu zic ca ne batem la titlu cu lotul asta 2 3 ai lejer.Sunt jucatori tineri si de valoarea le trebuie putin timp si rabdare.Ce am remarcat eu care nu`s genu sa ma arunc in vorbe mari de genu luam campionate, luam EL, am remarcat ca Stan a luat metoda oli stie sa gestioneze relatia cu oieru.Cam a facut ca el Stan din cate am vazut si i`a castigat increderea oierului, sper sa gestioenze bine patea cu giji, asta ma face sa fiu optimist in afara de lotul bun care este acum.",PROFANITY
9593,"Sa nu mergi niciodata la Cocina Fotbalului Romanesc dc ai caracter! 
HAIDE ""U""!",OTHER
9129,"Poate mai bine umbla prin cluburi un orizont mai larg nu strica,de la salam si guta oricum nu invata nimic!Si treaba cu cel mai bun...pe banda stanga e dureroasa nu este de ajuns sa alergi 12km pe meci degeaba cand poti sa faci pe jumatate dar cu cap,daca exista! Mai auzeam ca este un jucator muncitor , mm cauta astia in constructii meseriasi baga-l acolo,un jucator sufletist daca nu te ajuta capul sufletul vinde-l e degeaba!!!! mm cheama-l la tine atotstiutorule!!!",OTHER
9373,"Hai ma ca si daca ar  fi avut arbitul capul spart, 3 cutite infipte .... tot victime s-ar da  rapidisti (trebuia sa schimbe arbitru, inca unu , si inca unu .....)",OTHER
43438,"am uitat ceva sa imi bag pula in steaua :)))
fortza rapid...... cacatilor de stelisti ce sunteti MWWWWUIE STELISTILOR oricum nu castigati ba titlul dea Domnu sa nu mergeti nici in champions league ca nu meritati sunteti pre slabi fratilor 1 punct e putin",ABUSE
35114,"nu e vorba de nationalitati..cfr-ul reprezinta o echipa romaneasca..dar e evident ca ei nu vor face ca sute de mii de romani sa traiasca la maxim,asa cum steaua a facut de atatea ori..ce-i care arunca cu noroi in steaua,sa se gandeasca datorita cui e acum cfr calificata direct in grupe...",OTHER
24006,"Foarte bine spus tony!
Cam asa sta treaba. + un mic fapt. Tudor trebuie tinut la caldutz, ca deh e arbitrul nostru numarul unu! Fara etape de suspendare si fara meciuri grele de acum incolo!",OTHER
20102,"sa faci asta in italia sau spania, chiar ca e marketing si ai sange in instalatie, pt ca exista un risc. in romania echivaleaza cu zero. sansele noastre sunt minime ca sa castigam. a, daca ziceau ceva de semifinala sau macar finala poate lumea se baga. pt mine oferta e una inutila si iau de unde este mai ieftin. iar daca iau de la ei nu este pt ""ideea iscusita"" de marketing ci din considerente pur obiective",OTHER
13092,cine a fost ba hildan asta?pai loopu a fost cu vreo trei-patru clase peste tot ce inseamna dinamo.de ce l-ati luat de la galati.trebuia sa-l lasati akolo si sa ramaneti voi cu simbolurile voastre dopate,OTHER
21794,"TU VORBESTI CIINE INPUTIT....POTIRNAIE INPUTITA....MACELARUL ROMANIEIIIIII....
ASCUNDE TE CIINE INPUTIT....SI SPURCATTTTTT....CIND NU I DINAMO...ESTE cfr
rusineeeeeeeeeeeeeeeee....te ai inbogatit degeaa......TOT IN CANCER MORI....CIINEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE",INSULT
26742,BA VOI SUNTETI NORMALI LA CAP? FU-TU-TI-L-OR. CUM PUTETI DA ASEMENEA MESAJE?,ABUSE
38231,"'Crezi că există un gol mai frumos ca cel al lui Fabbiani?' ma voi nu aveti ce scrie cum draqu daca exita gol mai frumos ca al lui fabiani????? nu ma, va spun eu e cel mai frumos gol din lume de fapt daca ma gandesc mai bine cred de e si singurul.... multumitzi???? mama ce idiotzi sunt astia cred ca nu ai avut ce face.",ABUSE
8908,"Nu stiu daca meritau sa castige, insa ar fi putut daca tusierul vedea bine la faza golului anulat. A fost gol perfect valabil. Ma bucur insa ca tusierul a vazut offside si a bagat poate un punct in buzunarul Romaniei! HAI ROMANIA!!! HAI OLANDA in partida cu Franta!!!",OTHER
8591,"cum draq sal dea afara plus ca a facut si treaba, penescu asta e un dobitoc, Dorinel nu a fost bun dar la vaslui e bun, cu cartu la fel acum cu asta ce are. Se duce P.uli de suflet argesu ca kakanaru asta la conducere vaide p u la  lui nici dreaq nu mai cumpara din PIC lui daca nu promoveaza argesu...ca_ca_t pansat cu minte bolnava",ABUSE
33205,"Blat sau nu....ce mai conteaza...e vreunul care face avere fara ""blat""....asa e peste tot sa stea si presa linistita, nu doar in Romania se fac blaturi....doar ca aici nu prea sunt ""pedepsiti""",OTHER
43478,"Bey Golane vezi ca azi-maine te duci in genunchi la cioban sa-ti dea bani sa-ti platesti datoria...si sa vezi atunci cum o sa te trezesti cu gust de branza de la cioban prin guritza...e mai nasoala decat praful, dar o s-o inghiti, iti spune mandea..",ABUSE
20431,ce va m-ai ofticati cand apare concurenta astia stil pro tv si upc care va credeati buricu pamantului,OTHER
5287924,"esti negativist rau de tot... sau mi se pare mie doar.
pai omul le face si le desface, insa factorul important a intervenit cind a dat de ""ban"", acu' multa vreme. de-atunci au inceput sa se duca naibii toate. asa ca nu te mai consuma.... :)",PROFANITY
25956,"becali la inchisoare:D
da steaua lasata in pace
ar fi de vis",OTHER
10350,stai acolo ma orfanule.....la galati ai fost adoptat dar tot orfan ai ramas...k nu stii sa vb...,OTHER
38000,"si acum sa ne amintim cum a castigat steaua ultimele 2 meciuri cu cfr cand a avut cfr-ul 2 penaltiu-ri si nu s-a dat nici unu ,cum urziceniu a avut un penalti si nu s-a dat ,sau faultul lui dica la stelea ....si anu trecut steaua a luat cum a luat locul 2 s-a dus in champions league si ..ce a facut ...de aceea ne facem de rusine in europa cand mergem si suntem ciuca batailor....pt ca ajung acolo cei care castiga meciuri in afara stadionului.",OTHER
2625495,"in alte cuvinte, un nou meci de rahat in mocirla noastra celebra ! superb :))))",PROFANITY
35360,"SOCANT!!!in exclusivitate pentru gsp!
mutu a fost zarit spalandu-se la coaie cu dero in vestiar dupa meciul cu israel!!!!
credeti ca e o atitudine corecta avand in vedere faptul ca romania a pierdut meciul?
spuneti-va pararea!",PROFANITY
11087,sa-mi sugeti pula de muisti care care comenteaza ceva de unirea......pe 'domnul' Hategan nici nu pot sa-l numesc arbitru..........mai taceti in plm daca nu ati fost la meci sa vedeti cum o arbitrat ala asa ca gura!!!!,INSULT
15449,bai sef de galerie....razvanel nu mai vine...k are liniste la brasov...luati va gandul de la el pt cativa anisori...ciuciubatule...=)),INSULT
14803,"Steaua va pierde punct la Galati, la Craiova si cu Timisoara. cu Dinamo, va pierde toate cele trei puncte.
CFR ia titlul!",OTHER
40793,"Iar fura cfr? Lasa-i sa fure ca sunteti o natie de idioti si slugi, c*rve mioritice ...",ABUSE
12971,"Ce frustrati! Cel mai bine ar fi sa nu va prezentati. Ar fi bine pentru toata lumea: Steaua ar lua 3 puncte, CFR-ul UE, iar voi nu v-ati mai face de ras. In plus, mai ramaneti cu Rednic pe cap cel putin inca o etapa...! Forza Dinamo!",INSULT
16087,"Ce se bucura toti stelistii, au scapat ca prin urechile acului, ar tb sa va fie rusine cu echipa voastra care cum joaca prost cum nu stiu cum sa iasa mai repede de pe teren, le place mai mult sa stea in masinile si in casele lor decat joace fotbal. Acum va protejati si voi investitia in arbitru, ca deja daca iar se gresea in favoarea voastra era dubios, a trebuit un furt mai exotic demn de un derby, o violenta extraordinara - o bricheta ucigasa",OTHER
8651,bai baiete daca trecem de grupa asta avem sanse la cupa numai sa nu patim ca-n 2000 cand am trecut de o grupa la fel de nasoala si.....la bara lui hagi cu italia s-a cam terminat totul,OTHER
14848,ha ha ha ne-a fost dor de declaratiile lu asta micu. lui razvan ii pare rau ca n-a dat brasovul 3 goluri din 2 suturi. poate in etapa urmatoare razvanel!,OTHER
33206,am pierdut ca tadici a tinut-o in teren prea mult pr bese.trei greseli consecutive ale ei din care am primit 3 gol.maier a ratat cind nu trebuia.vezi ramona ca divinitatea se razbuna ptr declaratiile facut?pe final acolitele meier si bese au pirdut meciul.cum e posibil ca lecuseanu sa stea pe banca?sau adina?rusine tadici .oricum esti un nimeni,INSULT
16916,bine bine e tibi balan da alalat de care zicea iancu cine ii sper sa fie un atacant bun ca avem nevoie ca axente inca nu face fata la liga 1 si cu bucur si ganea si rusici cand se accidenteaza unu sau ii suspendat ce face asa ca iancu mai ia un atacan cat mai repede uitete la buga sau la burdujan ca a 4 rezerva is buni hai poli si bafta balan,OTHER
27037,"...stelist de mic copil:))
sint stelistul cel mai infocat din lume. dar am o problema. pana acum cateva luni am locuit la tzara. acolo era bine: in fiecare zi ma plimbam pe imash si culegeam, in zumzetul albinelor, cacareze de oaie. le mancam cu placere. de-o vreme, m-am mutat la Bucuresti. umblu si-acum prin oras, cautand cacareze. si le mananc. stiti ceva? astea-s mult mai bune decat alea de la tara! numai ca un prieten mi-a zis ca-s de `caine`. nu m-am suparat: asta e, daca alea de `caine` s",ABUSE
25445,"da are dreptate radoi jucator de portelan.asta da presiune talharule;sa recapitulam-furt cu cfr,furt cu urziceni,furt cu rapid.fii mandru sarpe cu comentariile tale sasaite.si te mai miri de ce stelistii sunt urati acum de o tara intreaga,in afara de cativa cretini angajati de becali sa stea pe ""globuri""",ABUSE
26061,"Ptr. ""flo"" si in continuarea la ce-i spunea un ""oarecare"", perfect de acord cu el!
Nu stiu de-oi fi ""flo""-rin, sau ""flo""-ina, nici nu conteaza, in oricare din cazuri ESTI de pomana !!!
Sa te mai trimita acum cineva sa te imprietenesti cu cartea, sa mai incerce cineva sa-ti faca eucatie ar fi o intreprindere sortita esecului, asa cum UN ESEC ESTI TOT/TOATA!
Radu Cosasu ""un ziarist de doi bani"" ????
Vaaai de capul tau, creatie trista, idolul ta",OTHER
24984,faza e ca jucatorii care au alta cetatenie fata de tara unde joaca sunt limitati. dar jucatorii comunitari au cetatenie eruropeana. platini si prunea traiesc in evul mediu.,OTHER
4254024,"De ce dracu nu joaca Torje? In opinia mea, a fost cel mai bun jucator al meciului in jocul cu andorezii!",PROFANITY
12127,"Nu cred ca va pleca, sau cel putin nu in campionatul rus. Daca va alege sa plece, va intra intr-un con de umbra pentru ca echipele din vest nu prea cumpara jucatori din camppionatul Rusiei.",OTHER
25167,bah pe tine te`a dat rapidu ca nu mai puteai si la vaslui esti titular...oare ce inseamna asta?,OTHER
16743,"iar isi dau in petec ciorile , militzienii si tanchistii..mars ma in groapa voastra de gunoi numita bucuresti",ABUSE
19173,"alte informatii asa interesante nu mai aveti? de exemplu,numerele la loto nu le stiti sau daca trece vreo C_I_O_A_R_A pe deasupra stadionului in timpul meciului? :)) halal ziaristi,defapt nu ziaristi ci mancatori de rahat pansat.oricum FORTZA STEAUA!!!",ABUSE
1678664,"durden vad ca esti tu expert la fotbal. Nici in italia unde se fluiera orice, nu se dadea 11 metri la faza aia. Nu mai manca rahat. De data asta ati fost ajutati.",PROFANITY
35516,"Daca ar fi pe bune, fara aranjamente, Steaua ar fi de divizia B in momentul asta. Mai bine sa nu traga la cupele europene, ca s-ar umple de ridicol, atragind atentia asupra lor cit de prosti sunt.",INSULT
24438,"iar va scoateti frustrarea pe aici, cacaaaatilor si retardaaaatilor. =))
Cine e pe locul 2 si da moooie la cioroi? :)))
Prostilooor",ABUSE
19126,ptr muesitul de hahahahahha: ba baiatule sau fat ce drec esti pun pariu ca mai mult de o clase si o amarata de scoala SAM nu ai si vb tu de timisoar si cluj! da ce sa faci de foamea care e in moldova teai gasit tu sa tastezi de timisoara!prima oara spalate la gura inainte sa vb de tm si cluj sau mai bine zis de ardeleni si banateni  ca voi astia moldoveni vis vai de mama voastra,INSULT
16646,"COMENTARIUL TV de toata JENA, arbitrul a arbitrat exact cum s-a preconizat inainte de meci ""adica a aajutat gazdele"" , cfr-ul slabut. Mergem inainte,bravo baieti va-ti daruit exemplar. FORTZA STIINTA!",OTHER
10292,"Locol 1 rezervat Italiei,locul 2 este 100% rez.Romaniei,3 Olanda ,4 Franta.Succes D-le Piturca si echipei in egala masura.",OTHER
27195,deci tot continuati cu aceeasi politica. cat de retardat poate fi un ziarist nenorocit kare si cand vede k toata lumea il injura continua sa scrie articole care n-au treaba cu realitatea. evident numai la intact se poate asa ceva. muie voiculescu,ABUSE
20737,"sunt din cluj dar preferam sa promoveze petrolul...ce e otopeni..oras, comuna? aia unde joaca...pe pista aeroportului?

pacat ca petrolul, sibiu, mures, oradea, etc  nu sunt in A si sunt altii...",OTHER
252827,BUNICA v-a costat campionatul! sau GloriaBuzau :))  Oricum GAZETA e disperata ca nu da nimeni maine 70.000 pe dvd-ul de rahat al echipei Ceausiste!,PROFANITY
9056,la nicolita a fost mai nasol. asta a dat in minutul 6 si aveau timp sa recupereze,OTHER
34123,Ce ati facut dinamo? ati facut o tara intreaga de Ras,OTHER
24037,"atinge mingea,ofsaid indubitabil,voi unde dracu ati vazut gol valabil la faza asta?",PROFANITY
43537,suporterii stelei sintsaracii de iei sclavii unui idiot care behaie si ei trec repede la pascut......pacat de iei ca traiesc si se hranesc cu trecutul pe care il au si pe care lau facut cum se stie cu behaitul altuia.,ABUSE
252622,"Faceti ba odata si ca lumea,ca-i mizerie mare la voi,mai rau ca la stana.Si daca tot faceti,renunati dracului, odata la toate aranjamentele de culise, blaturi,arbitrii platiti,la stimulari si mese verzi atat de dragi oierului!",PROFANITY
12083,"Te temi ai? Umbli cu pantalonii aia maro, asa-i?

Ce m-as rade sa nu luati cupa, ca in campionat nu terminati pe 1. Si de pe 2 nu intrati in Liga si apoi nu vedeti nici UEFA. Ce fain o sa fie :))

O chestie, in caz ca nu stiti, daca voi castigati toate meciurile cu 3-4 goluti (asa cum va laudati ca va e valoarea) poate Steaua sa ia si 10 penaltiuri pe meci ca tot nu va ajunge. Ma intreb, oare v-ati descoperit adevarata valoare si incepe sa va fie frica?",OTHER
12541,"Boloni a demonstrat inca odata ca este un nesimtit prin lipsa de diplomatie dovedita. Nu este un mare antrenor al europei si nu este roman. 
Pe de alta parte clauzele cerute se regasesc in toate contractele din lumea civilizata. Plata contractului pana la final in cazul in care este demis este practicata la cel mai inalt nivel. Dar aici e Romania si patronii trebuie sa se asigure ca pot da afara antrenorul cand vor ei , fara nici o obligatie.",INSULT
34305,Si inca un mesaj pt gsp: nu stiu de ce nu scoateti posibilitatea de a baga comentarii...cel putin la meciurile din campionatul nostru...aici se injura toti cojbitii si toti popandaii,OTHER
11168,"ce retardatule nu mai rezistai la ink o briketa? tu esti accidentat din nastere mirosi a oaie de la o posta, pleak din arbitraj kokota de stina.",ABUSE
23633,"isi dau cu parerea despre Rapid , toate puslamalele",INSULT
11999,"Cine mai poate iubi o echipa infiintata de comunisti? Trebuie sa ai balegar in cap ca sa poti face acest lucru. Mai ales cand vezi in fruntea ei un marlan, un gunoi de om, care influienteaza si pe ceilalti stelisti sa devina gunoaie ca el.",INSULT
40542,"sunteti niste spammeri platiti de porcine negricioase si in descompunere gen iancu, pascanu, muresean, etc. sa va faceti de cacaoo in niste fituici de cacaoo...:))",ABUSE
22048,SALUT REDNIC! TE ROG SA NU PLECI DE LA ECHIPA NICIODATA! SUNT SIGUR CA VEI FACE TREABA BUNA! CHIAR DACAA O SA RETROGRADAM NOI CEI DIN BRIGADA CDI TE VOM SUSTINE. VOI MERGE LA DEPLASARILE DE LA INDUSTRIA SARMEI SI MEDGIDIA. TE IUBIM REDNIC,OTHER
8599,sa fie mama ta a dracului ala care-ti permiti sa nu dai decat ce-ti comvin tie...nenorocitule si asa sa fii pana te-o lua dracu in imparatia lui.,ABUSE
17911,"Mai lasati-ma astia de tot invoca meciul cu Famagusta. Daca tot e sa revocam esecuri rusinoase, ce-ar fi sa reamintim alte zeci de infrangeri rusinoase de-ale stelei din cupele europene in ultimii ani? Apropos, daca tot are steaua fata de Liga Campionilor, cate puncte ati facut anul asta in Liga? Rusine sa va fie!",OTHER
9994,si venom revino ti se scrie in 2 cuvinte separate...dak n ai dat pe la scoala...,OTHER
43584,"BAI..ORICE ATI SPUNE NU MA INTERESEAZA..NIMIC NU IMI VA STRICA FOARTE BUNA DISPOZITIE CARE MI-A ADUS-O 'STEAUA MEA""!!CHIAR NU MERITA...NU MAI SCRIETI DEGEABA MSJ NASPA PT STEAUA.SINTETI PREA mici PENTRU NOI...DUCETI-VA LA NANI""...E APROAPE ORA 00...NOI AVEM TREABA...NE DUCEM IN PIATA!!!!",OTHER
21321,"nu stiu de ce-l mai bagati in seama pe coclitul asta...sa antreneze in ungaria si sa-si dea cu parerea despre fotbalul de acolo...nu mai stie nici zece cuvinte romanesti...meri in fas, bo3gore.",ABUSE
9007,"conform art. 285 Cod procedura`penala, faptele se prescriu daca plingerea s-a facut dupa 2 luni de la cunoasterea faptuitorului.Maestrul Diaconescu stie acest lucru, asa ca suporterii rapidului sa stea linistiti ca vine primavara si apare soarele si in giulesti.",OTHER
23621,"Domnilor ziaristi daca sunteti atat de corecti luati caseta de la Otelul-Rapid si analizati de la minutul 1 pana in 94 si vedeti cate greseli a facut Hategat pt Rapid.Deschideti shi aici o ancheta nu numai in cazul Tudor.Chiar va rog.Sa vedeti cum arata un arbitraj de 7,5...daca asha arata..Tudor trebuia sa primeasca la sfarshit un 10 shi un buchet de flori!! Sunteti niste gunoaie domnilor de la frf vreti performanta de asta va protejati cluburile mari!! PANARAMELOR !!",ABUSE
40156,"in sfarsit becali este parasit de Dumnezeu:)))) ce bucurie pe mine.....doamne ce bine ma simt. transmit la toti stelisti doar atat{degetul mijlociu} :)))))) domnu mm stoica, atat a durat hegemonia stelei?:)))))))))))))))))))",INSULT
14037,aici ardealul e tara noastra si ne p|sam pe capitala voastra,PROFANITY
27132,si inca o completare:suporterii cfr-ului il urasc de moarte pe becali si lingaii din jurul lui nu clubul steaua sau pe fotbalistii stelei,INSULT
39663,"Sa va trasneasca pe toti , stelisti jegosi si tzigani boriti , dav-as pamint sa va dau . HAIDE CFR. MUE STEAUA. Back la oi coibanilor",ABUSE
